,Platform,Number,Store,Address,addr,Review_score,Review_counts,ID,Date,Review_text
167,Kakao,11,도돌이표,서울 은평구 진관3로 70 롯데캐슬 823동 상가 1층 106호 (진관동),서울 은평구,4.6,17.0,진짜좋은곳만남기는리뷰,2020.10.18.,빵 진짜 맛있어요 요런 빵집 은평구에 있다는 것이 감사.. 좀 비싸다고 생각될 순 있으나 가격에 걸맞음
168,Kakao,11,도돌이표,서울 은평구 진관3로 70 롯데캐슬 823동 상가 1층 106호 (진관동),서울 은평구,4.6,17.0,charman,2020.08.29.,감자빵 맛있어요 존듯존득 담백
169,Kakao,11,도돌이표,서울 은평구 진관3로 70 롯데캐슬 823동 상가 1층 106호 (진관동),서울 은평구,4.6,17.0,하루종일처먹기,2020.04.20.,빵은 막 싸진 않지만 가격에 걸맞는 퀄리티를 보여준다. 빵과 음료 모두 맛있다. 스탬프 찍어주신다. 매장 안엔 테이블이 많이 없어서 테이크아웃 위주임
170,Kakao,11,도돌이표,서울 은평구 진관3로 70 롯데캐슬 823동 상가 1층 106호 (진관동),서울 은평구,4.6,17.0,고양이,2020.04.20.,은평뉴타운에서 가장 빵 잘하는 가게입니다. 다른 종류도 잘하시지만 탕종식빵이 특히 쫀득쫀득하고 맛있어요 :)
171,Kakao,11,도돌이표,서울 은평구 진관3로 70 롯데캐슬 823동 상가 1층 106호 (진관동),서울 은평구,4.6,17.0,스스로불러온재앙에짓눌...,2019.12.23.,정보 없음
172,Kakao,12,가을이네케이크,서울 은평구 역말로6길 12-7 더퍼스트빌 상가 101호 (역촌동),서울 은평구,5.0,1.0,땡구리,2023.12.29.,"케이크 
케이크 맛집에 예쁘기까지!!
눈으로 먹고 입으로 보세요^^"
173,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,❣️,2024.02.25.,"요즘 도시락케이크집 많은데 디자인 예뻐도 맛없는데 많음 색소맛나고 근데 여기는 진짜 맛잇음
기념일아니더라도 사먹구 싶어요
사장님이 좋은 재료 쓰시나봐요🫶🏻
먼가 케이크가게도 힙하구 담에 또 들리고 싶음!!잘 먹었습니다~~!"
174,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,강정,2023.07.07.,도시락 레터링 케이크 여러군데 해봤지만 여기 인스타만 들아가봐도 알거다 걍 원탑임 디자인 이쁘고 맛다양하고 맛있기까지 함 유일한 단점이라면 지하철역이랑 멀다는거 억지로 짜내면 이거 하나다 기념일에 레터링 케이크가 필요하다면 무조건 안아줘베이킹 추천
175,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,헬로,2023.05.29.,정보 없음
176,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,맛집감별사,2022.09.08.,문의 응대도 친절하시고 데코도 요구사항 찰떡같이 이해하시고 예쁘게 만들어주셨어요! 무엇보다 맛이 좋아서 만족했어요 ㅎㅎ 저는 크림치즈류 안 좋아하는데 여긴 생크림이 있어서 좋았어요 여태까지 도시락케이크 여기저기 주문 해봤는데 여기가 제일 맛있었어요~
177,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,도치,2022.07.15.,하루 전에 급하게 문의 드렸는데 운 좋게 밀린 예약이 없어서인지 원하는 시간에 픽업할 수 있었고 심지어 너무 고퀄리티로 만들어 주셨어요..! 그리고 사장님께서 정말 친절하셔서 감사했습니다 다음에 또 방문할게요!
178,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,맛집헌터즈,2022.07.08.,"늘 요기서 주문해요
사장님 매번 웃는얼굴로 친절하시구
카톡으로도 변경사항 잘 받아주셔유
무엇보다 맛잇음 다른덴 버터크림이라 별론데"
179,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,서대문구대표돼지,2022.06.28.,정말 친절하시고 바로 전날에도 잘 받아주세요...! 보통 레터링케이크집 이렇게 친절하고 피드백주는 곳 진짜 없는데 .. 그리고 가장 중요한건 >>>맛있음<<< 맛없으면 사실 받고 약간 짐덩어리 되는건데 초코케익 존맛이에요
180,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,io,2022.06.18.,"이뻐요 이근처 다른곳 레터링 케이크 주문했는데 여기보다
더비싸고 디자인별로였는데 여기는 가격도 괜찮구 디자인 너무 이쁘고 친절하세요"
181,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,소럽,2022.03.10.,퀄리티도 좋은데 맛도 있어서 기념일만 있으면 맨날 주문 예약해요!
182,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,쏭,2022.03.04.,친절하시고 되게 케잌도 예쁘게 만들어주십니다. 굿!
183,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,jenn,2021.07.01.,"사장님 정말 친절하시고
케이크는 맛과 예쁨 모두 다 잡았네요!!"
184,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,진진,2021.03.03.,"동생 생일파티하려고 찾다가 주문했어요!
케이크가 생각보다 작았지만 만족합니다~
응대도 빨라서 좋았구, 담번에도 이용할게요!"
185,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,명*,2020.10.17.,정보 없음
186,Kakao,13,안아줘베이킹,서울 은평구 연서로20길 6-10 101호 (대조동),서울 은평구,4.9,14.0,♡,2020.07.14.,주문한 도안대로 이쁘게 만들어주심 맛도 괜찮음
187,Kakao,14,복호두 은평역촌점,서울 은평구 진흥로1길 28 아그네스풍림아이원 1층 109호 (역촌동),서울 은평구,5.0,8.0,곱상녀,2024.03.01.,친절하시고 호두과자 짱~~~
188,Kakao,14,복호두 은평역촌점,서울 은평구 진흥로1길 28 아그네스풍림아이원 1층 109호 (역촌동),서울 은평구,5.0,8.0,여민,2024.02.01.,정보 없음
189,Kakao,14,복호두 은평역촌점,서울 은평구 진흥로1길 28 아그네스풍림아이원 1층 109호 (역촌동),서울 은평구,5.0,8.0,이영순 한나성민맘,2024.01.30.,정보 없음
190,Kakao,14,복호두 은평역촌점,서울 은평구 진흥로1길 28 아그네스풍림아이원 1층 109호 (역촌동),서울 은평구,5.0,8.0,펭귄,2023.06.10.,"맛있어요!
부모님 사드렸는데
아빠가 넘 맛있다고하네요 ㅎㅎ"
191,Kakao,14,복호두 은평역촌점,서울 은평구 진흥로1길 28 아그네스풍림아이원 1층 109호 (역촌동),서울 은평구,5.0,8.0,레인보우,2022.11.23.,맛있어요  매장도 깨끗해서 더 마음에 들어요
192,Kakao,14,복호두 은평역촌점,서울 은평구 진흥로1길 28 아그네스풍림아이원 1층 109호 (역촌동),서울 은평구,5.0,8.0,실버스,2022.07.11.,앙버터 최고
193,Kakao,14,복호두 은평역촌점,서울 은평구 진흥로1길 28 아그네스풍림아이원 1층 109호 (역촌동),서울 은평구,5.0,8.0,단정한 미식가,2022.04.15.,저희 집 근처에 없는데 먹어보고 싶어서 엄마가 사다 주셨어요~ 맛있어요 포장도 이쁘고 선물하기도 좋을 것 같아요 :) !
194,Kakao,14,복호두 은평역촌점,서울 은평구 진흥로1길 28 아그네스풍림아이원 1층 109호 (역촌동),서울 은평구,5.0,8.0,솔직,2022.02.11.,앙버터 존 맛!!
195,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,hh,2024.01.02.,매장이 크고 깔끔하고 종류도 많아서 좋아요.
196,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,6두품집안장손,2023.11.09.,정보 없음
197,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,문어지지마🐙,2023.10.18.,"홀도 넓은편이구요~
직원분들도 친절하답니다~"
198,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,JJ,2023.06.18.,"일욜 오후 방문, 직원분 친절하며 조용하고 편안한 분위기입니다. 카페내에 테이블도 10여개 있고 화장실도 있습니다."
199,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,OoO,2022.09.10.,솔직히 인근 카페 중에 제일 맘에 들어요 ㅋㅋ 화장실도 매장 안에 있고 깔끔하고. 체인점이긴 하지만 나만 알고 싶어요..
200,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,재영,2022.05.31.,후기는 처음인데요. 아래 후기와 같이 평일 오전 알바생이 너무 불친절해요. 산 물건을 환불하고 싶을 정도였어요.
201,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,뱉구,2022.04.05.,"평일 오전 알바생 불친절함
빵은 맛있어보이는데 불친절해서 기분만 안좋아짐"
202,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,긴스,2022.03.13.,정보 없음
203,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,Ocean,2021.04.02.,"평일 저녁타임 여직원 두분 정말 친절하시네요
일때문에 2시간 앉아있었는데 친절하고 인사도 너무 잘 하세요
깐깐한 남성 노인분에게도 목소리 하나 변하지 않고 응대 잘 해주시고..
사장님 인복 있으시네요ㅎㅎ"
204,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,HMM대주주,2021.03.15.,초코브라우니 미침
205,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,mk,2021.03.12.,"빵맛도 좋고 직원분들도 친절합니다^^
맛있는 뚜레쥬르가 동네에 있어 넘 좋아요~~"
206,Kakao,15,뚜레쥬르 카페연신내점,"서울 은평구 통일로 815 성보빌딩 1,2층 (대조동)",서울 은평구,4.3,12.0,ㅎㅇ,2020.12.31.,정보 없음
207,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,옴뇸뇸,2023.12.03.,빵 안좋아하는데 진짜 여긴 넘사입니다 먹고나서 또 생각나긴 처음이에요
208,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,맛있는게제일좋아,2023.09.22.,당일 판매하고 기한 지난건 할인 판매해서 좋아요 그래서 빵이 신선하고 맛은 당연히 좋습니다 번창하세요~!!
209,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,밍숭맹숭,2023.06.09.,구산역에 몇 안되는 빵집인데 사장님이 친절하고 빵도 맛있어요
210,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,후후후,2023.05.28.,케이크는 구산 원탑이라 생각합니다
211,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,불타는호빵,2023.04.18.,생크림 케이크 맛집 당일 예약도 가능
212,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,먹보밀,2022.12.20.,처음 생겼을때부터 다녔는데 모든빵 다 맛있고 특히 케이크가 맛있어요. 딸기케이크 단면 미침♥️
213,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,개과천선,2022.02.09.,정보 없음
214,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,eyhad,2021.04.13.,"제가 먹어본 케익중에 제일 맛없어요
크기는 작고 가격은 비싸고 한 입 먹고 버림..
차라리 스벅케익을 먹을껄.. 하 내돈"
215,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,mio,2021.03.09.,빵지순례
216,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,모꼬,2021.03.07.,케이크가 맛있다길래 반신반의 하며 구매 했는데 정말 맛있네요~ 너무 달지도 않고 빵도 혀에 착 감기는게 대 만족 입니다.
217,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,히우쿠,2020.04.24.,"존맛탱 ㄹㅇ 시식 가능한 것도 많아서 먹어보구 살수 있는데 맛이 더 좋아요 모양보다
아진짜 맛있어요 최고"
218,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,기욱이,2019.12.25.,맛난 케익과 서비스가 최고죠!!
219,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,박수근,2019.03.20.,가끔 행사때문에 제작주문하곤 했는데 반응이 좋았습니다
220,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,사자,2018.08.16.,"와....되게 맛있어요
아침 일찍 빵 나온지 얼마 안된시간에 갔는데
야채식빵 부드럽고 쫀득하고 고소하고 넘 맛있어요
저번에 샌드위치 먹을땐 이렇게 맛있는진 몰랐고 괜찮다고만 생각했는데
느무맛있네요"
221,Kakao,16,크렘마마,서울 은평구 서오릉로 134 1층 (대조동),서울 은평구,4.7,15.0,"서린,서경맘~~~",2018.04.12.,우유식빵 먹었는데 입맛까탈스럽기로 우주최강인 우리큰딸 와~맛있다~~~어디거야?라고 물어보며 앉은자리에서 한통다먹고 학원갔네요~또 사오라고~ㅋㅋㅋ
222,Kakao,17,남다른케이크,서울 은평구 불광천길 558-3 1층 (응암동),서울 은평구,4.5,10.0,시안,2024.02.03.,전에 친구랑 갔었는데 맛있어서 카카오맵 영업시간 보고 갔더니 맵에는 토요일 영업이라고 써있고 매장 앞엔 토 일 쉰다고 써있고.. ㅎ.. 영업 시간 수정 좀 해주세요 인스타 매번 찾아봐야 하는 거 안하게 좀.. ㅠ
223,Kakao,17,남다른케이크,서울 은평구 불광천길 558-3 1층 (응암동),서울 은평구,4.5,10.0,joey,2023.06.30.,"선물용으로 마카롱 맛집을 찾다가 좀 전에 구매했는데요.  선물용 말고 제가 먹을 것도 한개 구매해서 먹었는데 더 살걸....-_-;;;

사장님 친절하시고 마카롱 맛있어요!!

보냉 포장은 얼음이 최대 2시간이래요~ :)"
224,Kakao,17,남다른케이크,서울 은평구 불광천길 558-3 1층 (응암동),서울 은평구,4.5,10.0,소현,2022.08.31.,정보 없음
225,Kakao,17,남다른케이크,서울 은평구 불광천길 558-3 1층 (응암동),서울 은평구,4.5,10.0,맛있는곳만후기올림,2022.07.28.,"진짜 제발 먹어주세요
인생 마카롱집임.... 근처에 살면 매일 왔을듯.. 이 가게 때문에 응암에 살고 싶어요
특히 저 소금카라멜은 미친 맛임 ㅠㅠ 진짜 제발 한 번만 먹어주면 안돼요...?
처음에 3개만 사서 지하철역까지 3분도 안걸리는 사이에 선 채로 순삭해서 다시 되돌아가서 추가구매 해오는.. 미친 마카롱 맛집입니다.."
226,Kakao,17,남다른케이크,서울 은평구 불광천길 558-3 1층 (응암동),서울 은평구,4.5,10.0,KAM,2022.05.07.,정보 없음
227,Kakao,17,남다른케이크,서울 은평구 불광천길 558-3 1층 (응암동),서울 은평구,4.5,10.0,우상욱,2021.03.21.,정말 맛있어요~~~^^
228,Kakao,17,남다른케이크,서울 은평구 불광천길 558-3 1층 (응암동),서울 은평구,4.5,10.0,다다다,2020.10.25.,"여러번 사서 먹었는데 매번 맛있어요
꼬끄는 부드럽고 필링이 맛을 정말 잘 표현해요
다른 마카롱집 보다 단맛이 좀 강한편이라 느껴지는데 단걸 워낙 좋아해서 딱 좋습니다ㅠ
사장님도 친절하셔서 여기서 자주 사먹게되네요"
229,Kakao,17,남다른케이크,서울 은평구 불광천길 558-3 1층 (응암동),서울 은평구,4.5,10.0,ㅇㅇ,2020.10.17.,정보 없음
230,Kakao,17,남다른케이크,서울 은평구 불광천길 558-3 1층 (응암동),서울 은평구,4.5,10.0,히우쿠,2020.01.02.,지나가면서 하나 사먹어봤는데 너무 달지 않으면서 조화가 딱 맞는게 정말 맛있었어요! 가격도 너무 비싸지도 않고 사장님도 무척 친절하세요!
231,Kakao,17,남다른케이크,서울 은평구 불광천길 558-3 1층 (응암동),서울 은평구,4.5,10.0,그린티,2019.08.26.,"여러분들, 여기는 진짜배기입니다....
가격, 맛, 친절 어느 것 하나 빠지는 데가 없어요.

쫀득한 꼬끄에 부담스럽지 않은 필링.
특히 꼬끄가! 쫀득하면서 질기지 않고, 부드러우면서도 퍼슬거리지 않기가 참 힘든데, 쫀득하면서도 부드러운 그 밸런스를 잘 맞추시는 것 같아요.

토속 한국인 입맛을 가진 저희 부모님도 인절미맛 완전 좋아하십니다."
232,Kakao,18,파리바게뜨 연신내역점,서울 은평구 통일로 850 1층 (불광동),서울 은평구,3.8,6.0,WELCOME 진수성...,2023.07.29.,"북한산둘레길  걸을 때 먹을 에그샌드위치 구입
맛 굿"
233,Kakao,18,파리바게뜨 연신내역점,서울 은평구 통일로 850 1층 (불광동),서울 은평구,3.8,6.0,홍예은,2023.05.06.,정보 없음
234,Kakao,18,파리바게뜨 연신내역점,서울 은평구 통일로 850 1층 (불광동),서울 은평구,3.8,6.0,댕댕vv,2023.02.21.,친절하셔서 좋았습니다 ㅎㅎ
235,Kakao,18,파리바게뜨 연신내역점,서울 은평구 통일로 850 1층 (불광동),서울 은평구,3.8,6.0,MONEYMONEYM...,2020.08.31.,전체적으로  다별로이네요
236,Kakao,18,파리바게뜨 연신내역점,서울 은평구 통일로 850 1층 (불광동),서울 은평구,3.8,6.0,두부두분,2020.05.01.,사람은 친절하지만 가게도 작고 메뉴도 별로없어서 경쟁력이 약하다
237,Kakao,18,파리바게뜨 연신내역점,서울 은평구 통일로 850 1층 (불광동),서울 은평구,3.8,6.0,양서경애인,2020.03.13.,"직원분들이 친절하구 상냥하구 굿ㅋㅋ 
담번에 또 방문하겠습니다~"
238,Kakao,19,유일케이크,서울 은평구 통일로 745-9 1.5층 (대조동),서울 은평구,5.0,3.0,트위티,2024.03.04.,케이크 너무 귀여워용
239,Kakao,19,유일케이크,서울 은평구 통일로 745-9 1.5층 (대조동),서울 은평구,5.0,3.0,굳,2023.12.31.,정보 없음
240,Kakao,19,유일케이크,서울 은평구 통일로 745-9 1.5층 (대조동),서울 은평구,5.0,3.0,묘조,2022.11.23.,케이크주문제작
241,Kakao,20,안가네대추빵 은평점,서울 은평구 응암로 324 (응암동),서울 은평구,4.3,9.0,양반김,2023.08.11.,"우리동네 맛집! 우유랑 먹으면 최고입니다 
쓰면서 또 군침이… ㄷ ㄷ ㄷ 
앞에서 냄새 맡으면 기절각. 
그리고 사장님 너무 귀엽고 진철하세요 
여기 없어지면 안돼!!!!!!!
번청하세요"
242,Kakao,20,안가네대추빵 은평점,서울 은평구 응암로 324 (응암동),서울 은평구,4.3,9.0,양일모,2022.12.31.,단체 대랑 주문했는데 약속 시간 전에 빨리 와서 찾아가라고 수차례 재촉하는 연락이 옴.  이유는 어이없게도 빵 다 팔아서 영업시간 전에 문 닫고 들어간다고 함. 아줌마 말투도 이상하고 영업하는 마인드도 너무 이상 해서 검색해보니 중국 사람인 것 같음.  먹는 걸로  장난 칠 것 같은 기분이 들어 다시는 안 먹기로 함
243,Kakao,20,안가네대추빵 은평점,서울 은평구 응암로 324 (응암동),서울 은평구,4.3,9.0,인화,2022.12.19.,대추빵을 지인께서 선물 주어서 먹었는데  맛이좋아서 다먹고 두박스 주문 했어요
244,Kakao,20,안가네대추빵 은평점,서울 은평구 응암로 324 (응암동),서울 은평구,4.3,9.0,..,2022.05.31.,"맛있어요!
부산에서 오신 부모님께서 극찬했어요 :)"
245,Kakao,20,안가네대추빵 은평점,서울 은평구 응암로 324 (응암동),서울 은평구,4.3,9.0,맛있는게좋아,2022.02.26.,"부모님이 대추를 좋아하셔서 가끔 삽니다.
대추향이 은은하게 나고 어렸을 때 먹던 술빵 같아요"
246,Kakao,20,안가네대추빵 은평점,서울 은평구 응암로 324 (응암동),서울 은평구,4.3,9.0,옥수동주민,2022.02.18.,"와 기대 안하고 한개 사봤는데 너무 맛있어요
은은하게 달고 폭신하고 촉촉해서 즉석에서 따뜻할때 먹는게 젤 맛있을거 같음요"
247,Kakao,20,안가네대추빵 은평점,서울 은평구 응암로 324 (응암동),서울 은평구,4.3,9.0,고독한 탐식가,2021.12.11.,달달한 게 맛있네 ^^
248,Kakao,20,안가네대추빵 은평점,서울 은평구 응암로 324 (응암동),서울 은평구,4.3,9.0,프랭키 더 용,2021.09.05.,"사장님도 친절하시고
엄청 맛있음"
249,Kakao,20,안가네대추빵 은평점,서울 은평구 응암로 324 (응암동),서울 은평구,4.3,9.0,최윤희,2020.08.15.,대추맛이 진하고 폭신폭신 맛있어요
250,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,윙윙,2024.01.30.,정보 없음
251,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,HG,2023.11.09.,"상상이 현실이 되는 경험 해보셨습니까 저는 여기서 해봤습니다
여기 사장님은 개떡같은 시안을 보시고도 예술작품을 만드시는 분입니다 레터링케이크 여기서 사세요!! 맛은 덤입니다"
252,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,pyo,2023.06.16.,정보 없음
253,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,ㅋㅋㅋ,2023.01.14.,맛있어요 ㅎㅎ 횟집과 같이 계속 잘되길 바랍니다
254,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,얼그레이하이볼,2022.11.03.,가성비 좋은 케익집이에요!
255,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,김용현,2022.11.03.,안달고 맛있어요~
256,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,5점좋아,2022.11.01.,"와.. 여기는 뭐라고 말하지.. 음..
앞으로 인생에서 
여기보다 나에게 
감동을 줄 케익집은 
없을듯함
맛 가격 디자인 친절도 모든것이 완벽"
257,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,환,2022.09.19.,후회 안하실거에요. 디자인도 찰떡같이 알아들으시고 정말 생각한 그대로 나와서 놀랬어요. 무엇보다 케이크의 근본인 맛이 너무 좋아요.
258,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,sususu,2022.07.03.,"아이가 젠이츠를 좋아해서 주문했는데 너무 이쁘게 잘해주셔서 즐거운 생일이 되었습니다. 
케이크도 너무 맛있어요!! 종종 들러 다른케이크도 먹어보고싶어요~"
259,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,맛객,2022.06.09.,캐릭터케익 진짜 초고퀄로해주십니다ㅋㅋㅋㅋ앞으로 여기서만 사려구요
260,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,ㅇㅅㅇㅌㅂ,2022.06.05.,이벤트일마다 주문하고 있음. 디자인 호불호는 있지만 그래도 여기가 제일 맛있음. 어줍잖은 프랜차이즈보단 훨씬 남.
261,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,어쩌구,2022.05.25.,케이크 정말 맛있고 예뻐요!! 우유생크림이라서 많이 안달고 정말 맛있어요!!
262,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,맛집다니는너구리,2022.02.05.,정말 친절하시고 가격도 착해서 자주 갈 것 같아요!
263,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,박건,2021.12.30.,사장님 너무 친절하시고 케이크 디자인도 너무 만족합니다 감사합니다
264,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,SJ,2021.10.01.,"넘넘 좋아요!!! 디자인도 이쁘고 가격도 착하고 맛도 많이 안 달고 맛있어요 ^^
블루베리 크기가 왕커서 놀랐네요ㅋㅋㅋ
포도랑 비슷한 크기라니... 엄지손톱보다 커요!! 이렇게 큰 거 첨 봤어요~
(겉뿐만 아니라 시트사이에도 포도 엄청 많이 들어있어요!!!)

두 번째 먹는데 담번에도 여기서 먹을 거예요~
사장님도 정말 친절하시고 넘 좋아요!!!
카톡 채널로 여러 디자인도 볼 수 있고 예약도 할 수 있어서 편하더라구요 (전 인스타를 안해서ㅎㅎ 이런 점도 넘 좋았어요)

크림도 우유생크림이라 안 느끼하고
남은 케이크에 바나나 조금 더 넣어서
냉장고에 하루 뒀다 먹으니 바나나 푸딩 같은 맛이에요... 짱짱!!!
레터링 케이크 찾는 분들 강추합니다~~~"
265,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,이졔,2021.09.27.,"다들 주문제작 케이크는 꼬옥 여기서 하세요...
사장님 실력 최고인데 가격까지 착해요...
나만 알고싶은 곳이지만 너무 좋은 곳이라 꼬옥 알리고 싶은 곳 ...."
266,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,ㅋ,2021.07.25.,"이제 곧 이사가는데 이매장하고 같이 가고싶네요..여기 너무 맛있어요 과일도 생고ㅏ일쓰고 ,, 여기먹고 다른곳에서 케이크 못먹습니다....
진짜 한번 꼭 드셔보세요 가격도 착합니다!!"
267,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,박지나,2021.06.24.,레터링 케이크 미니 주문했는데 너무 만족스럽습니다ㅠㅠ 레드벨벳 치즈케이크 진짜 맛있었어요. 크림이 느끼하지도 않고 배부른 상태에서 먹는데도 넘 맛있었습니다! 가격도 착했구요..! 예약주문도 친절하게 응대해주셨습니다.
268,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,미부,2021.05.05.,갈 때마다 계획보다 많이 사게되요 ㅎㅎ 체리초코케이크 너무 맛있고! 당근이나 레드벨벳도 치즈가득! 이라 절말 애정하게 됩니다~
269,Kakao,21,기분케이크,서울 은평구 진흥로7길 16 1층 (역촌동),서울 은평구,4.9,24.0,해파리,2021.04.25.,빵크림과일 다 맛있음 갓성비 맨날먹고싶어요 사장님 홍은동으로이사오세요ㅠㅠ
